,TAXYEAR,PARCEL,SFRCONDO,COMPLEXID,INSPECTION,CLASS,STORIES,ROOMS,QUALITY,WALLS,ROOF,HEAT,COOL,BATHFIXTUR,PATIO,PATIONUMBE,CONDITION,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,VALUATIONC,APPLICATION,ENHANCEMEN,ADJUSTMENT,APPRAISER,PHONE
15,2016,137070020,S,9999,Apr  1 2004 12:00AM,1,1,3,3,0,1,1,1,3,9,0,1,920,1953,9,0,0,32570,32570,32570,20040426,00,0201,0,1,Kathy T.,724-3060
16,2016,13712019A,S,9999,Aug  1 1985 12:00AM,1,1,3,1,5,7,8,1,3,3,1,1,660,1974,9,0,0,47346,47346,47346,20070207,00,0201,0,1,Kathy T.,724-3060
17,2016,13720052B,S,9999,Aug  1 1985 12:00AM,1,1,3,1,0,7,8,1,3,9,0,1,978,1973,9,0,0,67077,67077,67077,20050201,00,0201,0,1,Kathy T.,724-3060
18,2016,137210470,S,9999,Aug  1 1985 12:00AM,1,1,4,1,0,7,1,1,3,3,1,1,1233,1956,9,0,0,92893,92893,92893,20070207,00,0201,0,1,Kathy T.,724-3060
19,2016,137230340,S,9999,Jan  1 2007 12:00AM,1,1,6,2,4,1,1,1,3,9,0,2,1552,1995,9,0,0,82223,88273,88273,20070201,00,0201,0,1,Kathy T.,724-3060
20,2016,137240070,S,9999,Aug  1 1985 12:00AM,1,1,4,1,0,7,3,9,3,9,0,1,699,1959,9,0,0,37441,37441,28830,19851030,00,0201,0,1,Kathy T.,724-3060
21,2016,137240770,S,9999,Feb  1 1987 12:00AM,1,1,4,3,0,7,8,2,3,3,1,2,730,1956,3,1,0,47348,47348,36458,19891201,00,0201,0,1,Kathy T.,724-3060
22,2016,137241080,S,9999,Nov  1 1987 12:00AM,1,1,3,1,2,7,1,1,3,3,1,1,1032,1955,9,0,0,46516,46516,35817,19871202,00,0201,0,1,Kathy T.,724-3060
23,2016,137241880,S,9999,Oct  1 2008 12:00AM,1,1,4,2,0,3,1,0,7,3,1,1,1349,1968,3,1,0,62967,62967,48485,20081119,00,0201,0,1,Kathy T.,724-3060
24,2016,13724239A,S,9999,Sep  1 2008 12:00AM,1,1,3,2,2,7,6,0,3,3,1,1,448,1960,3,1,0,48079,48079,37021,20100805,00,0201,0,1,Kathy T.,724-3060
25,2016,137242690,S,9999,Apr  1 1987 12:00AM,1,1,2,1,2,7,8,1,3,9,0,1,620,1958,3,3,0,43899,43899,33802,19870620,00,0201,0,1,Kathy T.,724-3060
26,2016,137243020,S,9999,Apr  1 1977 12:00AM,1,1,1,1,0,7,6,2,3,3,1,1,364,1950,3,2,0,37600,37600,28952,19821204,00,0201,0,1,Kathy T.,724-3060
27,2016,137243670,S,9999,Jul  1 1973 12:00AM,1,1,4,1,0,6,8,2,3,9,0,1,641,1972,9,0,0,37379,37379,28782,19761228,00,0201,0,1,Kathy T.,724-3060
28,2016,138100400,S,9999,Aug  1 1993 12:00AM,1,1,4,1,0,7,8,2,3,3,1,1,850,1947,9,0,0,31972,31972,31972,19871112,00,0201,0,1,Kathy T.,724-3060
29,2016,138100710,S,9999,Dec 23 2013 12:00AM,1,1,5,1,2,1,8,1,3,3,1,1,962,1945,9,0,0,44403,44403,44403,20131223,00,0201,0,1,Kathy T.,724-3060
30,2016,13810074D,S,9999,Jul  1 1996 12:00AM,1,1,5,1,3,1,8,1,3,3,1,1,1009,1933,9,0,0,35767,35767,35767,19901019,00,0201,0,1,Kathy T.,724-3060
31,2016,13811004A,S,9999,Aug  1 1993 12:00AM,1,1,4,1,0,1,1,1,4,9,0,1,1002,1940,1,2,0,39873,39873,39873,19811006,00,0201,0,1,Kathy T.,724-3060
32,2016,13811029B,S,9999,Aug  1 1993 12:00AM,1,1,5,1,3,0,8,2,3,3,1,1,854,1947,9,0,0,32044,32044,32044,19811204,00,0201,0,1,Kathy T.,724-3060
33,2016,13811052B,S,9999,Aug  1 1993 12:00AM,1,1,6,1,0,7,8,1,3,9,0,1,781,1939,9,0,0,31162,31162,31162,19821109,00,0201,0,1,Kathy T.,724-3060
34,2016,138110560,S,9999,Aug  1 1993 12:00AM,1,1,4,1,0,7,6,1,3,3,1,1,620,1945,9,0,0,28422,28422,28422,19811006,00,0201,0,1,Kathy T.,724-3060
35,2016,13811119B,S,9999,Dec  1 1996 12:00AM,1,1,2,1,2,1,8,2,3,9,0,1,696,1950,9,0,0,25536,25536,25536,17530101,00,0201,0,1,Kathy T.,724-3060
36,2016,138111420,S,9999,Jul  1 2007 12:00AM,1,1,3,1,0,7,8,2,3,3,1,1,388,1948,9,0,0,23334,23334,23334,20070822,00,0201,0,1,Kathy T.,724-3060
37,2016,138111430,S,9999,Aug  1 1993 12:00AM,1,1,5,1,0,7,8,2,6,9,0,1,1102,1946,9,0,0,34619,34619,34619,19771026,00,0201,0,1,Kathy T.,724-3060
38,2016,13811153A,S,9999,Aug  1 1993 12:00AM,1,1,4,1,0,7,8,1,3,9,0,1,496,1945,3,1,0,27511,27511,27511,19811006,00,0201,0,1,Kathy T.,724-3060
39,2016,138111570,S,9999,Aug  1 1985 12:00AM,1,1,4,1,2,1,3,2,3,9,0,2,650,1951,9,0,0,27680,27680,27680,19851030,00,0201,0,1,Kathy T.,724-3060
40,2016,138111590,S,9999,Aug  1 1985 12:00AM,1,1,4,2,2,7,3,2,3,3,1,2,810,1953,9,0,0,31952,31952,31952,19851030,00,0201,0,1,Kathy T.,724-3060
41,2016,138111620,S,9999,Aug  1 1993 12:00AM,1,1,4,1,3,1,8,1,3,9,0,1,902,1948,1,2,0,38546,38546,38546,19771026,00,0201,0,1,Kathy T.,724-3060
42,2016,138111640,S,9999,Aug  1 1993 12:00AM,1,1,4,1,3,1,8,1,3,9,0,1,768,1947,9,0,0,30438,30438,30438,19811006,00,0201,0,1,Kathy T.,724-3060
43,2016,13812005A,S,9999,Aug  1 1993 12:00AM,1,1,5,1,0,7,6,1,3,3,1,1,1083,1943,3,2,0,40371,73854,73854,19771026,00,0201,0,1,Kathy T.,724-3060
44,2016,13812019A,S,9999,Aug  1 1993 12:00AM,1,1,6,1,0,7,6,1,3,9,0,1,1262,1947,9,0,0,37454,37454,37454,19811006,00,0201,0,1,Kathy T.,724-3060
45,2016,138160130,S,9999,Oct  1 1993 12:00AM,1,1,4,1,0,7,6,2,3,9,0,1,692,1937,1,3,0,40557,73295,73295,19771026,00,0201,0,1,Kathy T.,724-3060
46,2016,138160290,S,9999,Oct  1 1993 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,677,1920,3,4,0,38076,38076,38076,19890626,00,0201,0,1,Kathy T.,724-3060
47,2016,138170030,S,9999,Oct  1 1993 12:00AM,1,1,5,1,0,7,8,2,3,9,0,1,816,1944,9,0,0,32650,69236,69236,19771026,00,0201,0,1,Kathy T.,724-3060
48,2016,13817022A,S,9999,Sep  1 1985 12:00AM,1,1,4,1,0,7,8,2,3,9,0,1,795,1953,9,0,0,32333,32333,32333,20080930,00,0201,0,1,Kathy T.,724-3060
49,2016,13817031A,S,9999,Dec 10 2014 12:00AM,1,1,7,1,0,6,8,2,3,3,2,1,1674,1940,9,0,0,44812,44812,44812,20141211,00,0201,0,1,Kathy T.,724-3060
50,2016,138180220,S,9999,Jan  1 1977 12:00AM,1,1,6,1,0,1,8,2,6,3,1,1,1280,1945,3,1,0,37569,37569,37569,19880610,00,0201,0,1,Kathy T.,724-3060
51,2016,13822008N,S,9999,Sep  1 1985 12:00AM,1,1,5,1,0,7,8,2,3,3,1,1,1283,1941,9,0,0,36489,36489,36489,20070214,00,0201,0,1,Kathy T.,724-3060
52,2016,13824013D,S,9999,Aug 11 2014 12:00AM,1,1,4,1,0,7,6,1,3,3,1,1,584,1978,3,1,0,70244,70244,70244,20140811,00,0201,0,1,Kathy T.,724-3060
53,2016,138240170,S,9999,Jan  1 1900 12:00AM,1,1,3,1,2,3,6,1,3,9,0,1,563,1992,9,0,0,46259,67712,67712,20081219,00,0201,0,1,Kathy T.,724-3060
54,2016,13824020U,S,9999,Oct  1 1990 12:00AM,1,1,2,1,0,7,8,2,3,9,0,1,435,1957,1,2,0,53836,53836,53836,20070207,00,0201,0,1,Kathy T.,724-3060
55,2016,13825031B,S,9999,Jan  1 2007 12:00AM,1,1,3,1,0,7,9,9,3,9,0,1,420,1973,9,0,0,26415,26415,26415,20070119,00,0201,0,1,Kathy T.,724-3060
56,2016,13828032E,S,9999,Sep  1 1985 12:00AM,1,1,4,1,0,6,8,2,3,3,1,1,1134,1960,9,0,0,62637,62637,62637,20070207,00,0201,0,1,Kathy T.,724-3060
57,2016,13828050C,S,9999,Sep  1 1985 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,1176,1964,3,1,0,45390,45390,45390,20060209,00,0201,0,1,Kathy T.,724-3060
58,2016,13828053A,S,9999,Jan 21 2015 12:00AM,1,1,3,1,0,7,8,1,3,9,0,1,1242,1965,9,0,0,25500,31356,25500,20150122,OL,0122,0,1,Kathy T.,724-3060
59,2016,138330290,S,9999,Sep  1 1985 12:00AM,1,1,3,1,2,7,8,2,3,9,0,1,800,1967,3,2,0,32779,32779,32779,19851030,00,0201,0,1,Kathy T.,724-3060
60,2016,138331740,S,9999,Sep  1 1985 12:00AM,1,1,4,1,2,7,8,1,3,3,1,1,916,1972,9,0,0,37442,37442,37442,19851030,00,0201,0,1,Kathy T.,724-3060
61,2016,138331750,S,9999,Sep  1 1985 12:00AM,1,1,5,1,3,7,8,1,6,3,1,1,1011,1972,9,0,0,38973,38973,38973,19851030,00,0201,0,1,Kathy T.,724-3060
62,2016,13833179A,S,9999,Sep  1 1985 12:00AM,1,1,4,1,7,7,8,1,3,9,0,1,803,1981,9,0,0,31932,31932,31932,19851030,00,0201,0,1,Kathy T.,724-3060
63,2016,138331960,S,9999,Aug  1 1984 12:00AM,1,1,4,1,2,7,8,1,3,9,0,1,1000,1984,9,0,0,39106,39106,39106,20100805,00,0201,0,1,Kathy T.,724-3060
64,2016,138332330,S,9999,Sep  1 1985 12:00AM,1,1,5,1,0,7,8,2,3,3,1,1,1382,1973,9,0,0,45762,45762,45762,19851030,00,0201,0,1,Kathy T.,724-3060
65,2016,140190170,S,9999,Dec  1 1965 12:00AM,1,1,4,1,0,7,8,2,3,9,0,1,1000,1945,9,0,0,40701,40701,36631,19771212,00,0201,0,1,Gwenn S.,724-4394
66,2016,14020004A,S,9999,Aug  1 1986 12:00AM,1,1,7,1,0,2,1,1,5,9,0,1,1044,1953,6,3,0,51436,51436,46292,19861028,00,0201,0,1,Gwenn S.,724-4394
67,2016,14021010B,S,9999,Jan  1 1900 12:00AM,1,1,4,1,8,7,9,1,3,9,0,1,456,1938,9,0,0,46716,46716,42044,20081219,00,0201,0,1,Gwenn S.,724-4394
68,2016,14023138B,S,9999,Aug  1 1993 12:00AM,1,1,4,2,2,3,6,1,3,9,0,1,657,1950,9,0,0,23569,23569,23569,19790928,00,0201,0,1,Gwenn S.,724-4394
69,2016,140250440,S,9999,Nov  1 1966 12:00AM,1,1,3,1,0,7,8,2,3,9,0,1,414,1954,9,0,0,28867,28867,25980,19791221,00,0201,0,1,Gwenn S.,724-4394
70,2016,140250480,S,9999,Apr 20 2011 12:00AM,1,1,5,1,3,7,8,1,6,3,2,1,1309,1966,9,0,0,45299,45299,40769,20110429,00,0201,0,1,Gwenn S.,724-4394
71,2016,140250490,S,9999,Jun  1 1977 12:00AM,1,1,3,1,0,7,6,1,3,9,0,1,600,1957,9,0,0,31088,31088,27979,19771214,00,0201,0,1,Gwenn S.,724-4394
72,2016,140311410,S,9999,Dec  1 1965 12:00AM,1,1,5,1,0,7,1,1,3,9,0,1,1300,1942,9,0,0,36581,36581,36581,20070214,00,0201,0,1,Gwenn S.,724-4394
73,2016,140311990,S,9999,Aug  1 1985 12:00AM,1,1,2,1,2,1,6,1,3,3,1,1,578,1950,3,1,0,27244,27244,27244,20070214,00,0201,0,1,Gwenn S.,724-4394
74,2016,140312560,S,9999,Jan  1 2007 12:00AM,1,1,4,1,2,6,1,1,4,3,1,1,798,1974,3,1,0,31205,31205,31205,20070119,00,0201,0,1,Gwenn S.,724-4394
75,2016,14034047b,S,9999,Sep  1 1976 12:00AM,1,1,3,1,2,7,8,1,3,9,0,1,516,1959,3,2,0,31548,31548,31548,20070207,00,0201,0,1,Gwenn S.,724-4394
76,2016,140371160,S,9999,Sep  1 1985 12:00AM,1,1,6,1,2,7,8,1,4,9,0,1,1398,1969,9,0,0,26894,26894,26894,20060209,00,0201,0,1,Gwenn S.,724-4394
77,2016,14037125A,S,9999,Sep  1 1985 12:00AM,1,1,5,1,3,7,8,1,3,3,1,1,1193,1954,9,0,0,23129,23129,23129,20060209,00,0201,0,1,Gwenn S.,724-4394
78,2016,140510510,S,9999,Sep  1 1977 12:00AM,1,1,3,1,2,7,1,1,3,9,0,1,682,1960,9,0,0,23666,23666,23666,20070207,00,0201,0,1,Gwenn S.,724-4394
79,2016,14052060a,S,9999,Sep  1 1985 12:00AM,1,1,4,1,6,7,6,1,3,3,1,1,604,1972,9,0,0,27916,27916,27916,20060209,00,0201,0,1,Gwenn S.,724-4394
80,2016,14124034E,S,9999,Nov 12 2013 12:00AM,1,1,6,1,0,0,8,1,5,3,1,1,1200,1927,9,0,0,29378,29378,33785,20131203,00,0201,0,1,Bob B.,724-3053
81,2016,14124035D,S,9999,Dec 13 2011 12:00AM,1,1,6,1,0,2,8,1,6,9,0,1,1100,1943,9,0,0,26696,26696,30700,20111214,00,0201,0,1,Bob B.,724-3053
82,2016,14124035E,S,9999,Jan  1 1986 12:00AM,1,1,4,1,0,1,8,1,3,9,0,1,1092,1915,9,0,0,26565,26565,30550,19860108,00,0201,0,1,Bob B.,724-3053
83,2016,14124037H,S,9999,Jun  1 1965 12:00AM,1,1,6,1,0,7,8,1,3,9,0,1,1418,1935,3,1,0,34406,34406,39567,19860707,00,0201,0,1,Bob B.,724-3053
84,2016,14124038C,S,9999,Jan 21 2015 12:00AM,1,1,4,1,0,0,8,2,3,3,1,1,1066,1915,9,0,0,10501,27007,10501,20150122,OL,0122,0,1,Bob B.,724-3053
85,2016,14124038E,S,9999,May  1 1971 12:00AM,1,1,3,1,0,0,8,2,3,9,0,1,594,1910,9,0,0,18342,18342,21093,20060131,00,0201,0,1,Bob B.,724-3053
86,2016,20529014B,S,9999,Jan 21 2015 12:00AM,1,1,3,1,5,7,8,2,3,9,0,1,460,1978,9,0,0,138807,108689,138807,20150122,OL,0122,0,1,Rich B.,724-3041
87,2016,20533021B,S,9999,Feb  1 2002 12:00AM,1,1.5,4,1,8,6,8,2,3,9,0,1,610,1978,3,1,0,121323,121323,121323,20060131,00,0201,0,1,Rich B.,724-3041
88,2016,20552034E,S,9999,Jan 20 2015 12:00AM,1,1,3,1,3,6,8,9,3,3,1,1,280,1942,9,0,0,120000,91441,120000,20150120,OL,0120,0,1,Rich B.,724-3041
89,2016,20566088B,S,9999,Jan 21 2015 12:00AM,1,1,4,1,0,7,8,1,3,9,0,1,1000,1977,9,0,0,55500,78482,55500,20150122,OL,0122,0,1,Rich B.,724-3041
90,2016,205690530,S,9999,May  1 1990 12:00AM,1,1,2,1,5,7,8,1,3,3,1,1,697,1944,9,0,0,153833,153833,169216,20080208,00,0201,0,1,Rich B.,724-3041
91,2016,205690540,S,9999,Jan 27 2015 12:00AM,1,1,5,1,3,7,8,1,3,9,0,2,1009,1951,9,0,0,440241,649572,440241,20150127,OL,0127,0,1,Rich B.,724-3041
92,2016,208140280,S,9999,Sep  1 1985 12:00AM,1,1,4,1,7,7,8,2,3,9,0,1,1136,1976,9,0,0,34128,34128,34128,19851030,00,0201,0,1,Kathy T.,724-3060
93,2016,208190300,S,9999,Jan 27 2015 12:00AM,1,1,3,2,4,1,6,2,3,9,0,2,702,1974,9,0,0,32000,30868,32000,20150127,OL,0127,0,1,Kathy T.,724-3060
94,2016,208190330,S,9999,Sep 13 2012 12:00AM,1,2,8,1,0,1,9,9,6,9,0,1,2740,1974,9,0,0,57425,57425,57425,20120914,00,0201,3613,1,Kathy T.,724-3060
95,2016,208210250,S,9999,Jan 27 2015 12:00AM,1,1,3,1,0,1,8,2,3,9,0,1,676,1977,9,0,0,32000,28261,32000,20150127,OL,0127,0,1,Kathy T.,724-3060
96,2016,208280490,S,9999,Dec 10 2014 12:00AM,1,1,3,1,0,7,8,1,3,9,0,1,600,2014,9,0,0,26892,26892,25500,20141210,OL,1210,0,1,Kathy T.,724-3060
97,2016,208560890,S,9999,Jan  1 2007 12:00AM,1,1,4,2,0,1,6,1,4,3,1,2,583,1980,9,0,0,20777,20777,20777,20070126,00,0201,0,1,Kathy T.,724-3060
98,2016,20858003J,S,9999,Dec 22 2014 12:00AM,1,1,4,2,0,7,9,9,3,9,0,2,840,1976,9,0,0,55348,63027,55348,20141222,OL,1222,14993,1,Kathy T.,724-3060
99,2016,210020090,S,9999,Sep 13 2012 12:00AM,1,1,6,1,0,1,1,1,3,3,1,1,1352,1972,9,0,0,99698,99698,99698,20120914,00,0201,5040,1,Kathy T.,724-3060
100,2016,210020230,S,9999,Apr  1 2007 12:00AM,1,1,3,1,8,7,8,2,3,9,0,1,400,1962,9,0,0,67404,84508,84508,20081219,00,0201,0,1,Kathy T.,724-3060
101,2016,21041079A,S,9999,May 31 2011 12:00AM,1,1,3,1,0,7,5,2,3,3,1,1,488,1980,9,0,0,30858,30858,30858,20110601,00,0201,0,1,Kathy T.,724-3060
102,2016,210410910,S,9999,Jan 28 2015 12:00AM,1,1,3,1,0,7,8,2,3,9,0,1,620,1976,9,0,0,56000,37122,56000,20150128,OL,0128,0,1,Kathy T.,724-3060
103,2016,210411010,S,9999,Jan 28 2015 12:00AM,1,1,3,1,0,7,8,2,3,9,0,1,657,1979,9,0,0,56000,38062,56000,20150128,OL,0128,0,1,Kathy T.,724-3060
104,2016,214310890,S,9999,Oct  1 1985 12:00AM,1,1,6,1,0,8,8,2,4,9,0,1,1830,1972,9,0,0,282710,282710,282710,19851030,00,0201,0,1,Kathy T.,724-3060
105,2016,216131030,S,9999,Sep  1 1985 12:00AM,1,1,5,1,0,7,8,1,3,3,1,1,1176,1956,9,0,0,37398,37398,37398,20070214,00,0201,0,1,Lisa C.,724-8949
106,2016,217210060,S,9999,Sep  1 1985 12:00AM,1,1,4,1,2,7,8,1,3,3,2,1,819,1956,3,1,0,30311,30311,30311,19851030,00,0201,0,1,Renee A.,724-8010
107,2016,217210090,S,9999,Sep  1 1985 12:00AM,1,1,4,1,2,7,8,1,3,3,1,1,891,1958,9,0,0,35312,35312,35312,20100805,00,0201,0,1,Renee A.,724-8010
108,2016,217210110,S,9999,Sep  1 1985 12:00AM,1,1,4,1,7,7,8,1,6,9,0,1,961,1956,9,0,0,35846,35846,35846,19851030,00,0201,0,1,Renee A.,724-8010
109,2016,217210120,S,9999,Sep  1 1985 12:00AM,1,1,2,1,2,7,8,1,3,3,1,1,352,1976,9,0,0,19987,19987,19987,19851030,00,0201,0,1,Renee A.,724-8010
110,2016,217370310,S,9999,Sep  1 1985 12:00AM,1,1,5,1,0,7,8,2,3,3,1,1,753,1935,9,0,0,21394,21394,21394,20060208,00,0201,0,1,Renee A.,724-8010
111,2016,21745007A,S,9999,Sep  1 1985 12:00AM,1,1,3,1,2,7,6,1,5,9,0,1,1008,1948,9,0,0,36459,36459,36459,19851030,00,0201,0,1,Renee A.,724-8010
112,2016,217490430,S,9999,Sep  1 1985 12:00AM,1,1,2,1,2,7,8,2,3,3,1,1,1008,1962,3,2,485,56911,56911,56911,20060208,00,0201,0,1,Renee A.,724-8010
113,2016,217490500,S,9999,Sep  1 1985 12:00AM,1,1,4,1,0,7,8,1,3,3,2,1,1113,1963,9,0,0,39758,39758,39758,20060208,00,0201,0,1,Renee A.,724-8010
114,2016,217490530,S,9999,Sep  1 1985 12:00AM,1,1,6,1,0,7,1,1,3,3,2,1,1214,1944,3,1,0,43479,43479,43479,20060208,00,0201,0,1,Renee A.,724-8010
115,2016,217490540,S,9999,Sep  1 1985 12:00AM,1,1,7,1,0,7,5,1,3,3,1,1,1346,1945,9,0,0,43098,43098,43098,20060208,00,0201,0,1,Renee A.,724-8010
116,2016,217500030,S,9999,Sep  1 1985 12:00AM,1,1,2,1,0,7,8,2,3,9,0,1,560,1957,9,0,0,27873,27873,27873,20060208,00,0201,0,1,Renee A.,724-8010
117,2016,217500090,S,9999,Sep  1 1985 12:00AM,1,1,5,1,2,2,6,1,3,9,0,1,916,1956,9,0,0,34790,88430,88430,20060208,00,0201,0,1,Renee A.,724-8010
118,2016,217500300,S,9999,Sep  1 1985 12:00AM,1,1,6,1,0,7,8,1,3,3,1,1,1028,1956,3,1,0,38958,38958,38958,20070207,00,0201,0,1,Renee A.,724-8010
119,2016,21752045B,S,9999,Jan  1 1900 12:00AM,1,1,3,1,0,7,9,1,3,9,0,1,450,1970,9,0,0,40877,68251,68251,20081222,00,0201,0,1,Renee A.,724-8010
120,2016,217520800,S,9999,Sep  1 1983 12:00AM,1,1,4,1,0,7,8,1,3,9,0,2,670,1960,9,0,0,31580,31580,31580,20070207,00,0201,0,1,Renee A.,724-8010
121,2016,217520820,S,9999,Mar  1 1966 12:00AM,1,1,4,1,0,7,8,1,3,9,0,1,912,1958,9,0,0,29003,29003,29003,20070207,00,0201,0,0.8,Renee A.,724-8010
122,2016,217520830,S,9999,Mar  1 1995 12:00AM,1,1,4,3,0,1,8,1,3,9,0,2,660,1983,9,0,0,36873,36873,36873,20060208,00,0201,0,1,Renee A.,724-8010
123,2016,217520890,S,9999,Jan  1 1753 12:00AM,1,1,2,2,0,7,6,2,3,9,0,2,240,1984,9,0,0,23992,23992,23992,20070207,00,0201,0,1,Renee A.,724-8010
124,2016,217521060,S,9999,Sep  1 1985 12:00AM,1,1,4,1,2,7,4,2,3,9,0,2,864,1964,3,1,0,37000,37000,37000,20060208,00,0201,0,1,Renee A.,724-8010
125,2016,219120120,S,9999,Sep 13 2013 12:00AM,1,1,3,3,7,7,8,2,3,3,1,3,522,1983,3,1,0,184100,184100,184100,20130913,00,0201,0,1,Lisa C.,724-8949
126,2016,219400100,S,9999,Jan 21 2015 12:00AM,1,1.5,3,2,6,3,8,1,3,9,0,2,786,1985,9,0,0,200500,98231,200500,20150122,OL,0122,0,1,Lisa C.,724-8949
127,2016,221380280,S,9999,May  2 2012 12:00AM,1,1,4,1,8,1,6,1,3,3,1,1,615,1956,3,1,0,90877,90877,72702,20120514,00,0201,4520,1,Kathy T.,724-3060
128,2016,222110430,S,9999,Oct  1 1985 12:00AM,1,1,5,2,0,1,1,1,3,9,0,2,986,1972,1,2,525,114726,114726,114726,19851030,00,0201,0,1,Diana M.,724-3052
129,2016,222160430,S,9999,Dec  1 1995 12:00AM,1,1,2,1,0,3,1,1,3,3,1,2,450,1969,9,0,0,36649,57634,57634,17530101,00,0201,0,1,Diana M.,724-3052
130,2016,222280310,S,9999,Oct  1 1987 12:00AM,1,1,2,1,0,7,8,2,3,3,2,2,853,1972,9,0,0,107978,107978,107978,20070207,00,0201,0,1,Diana M.,724-3052
131,2016,22419025D,S,9999,Jan 23 2015 12:00AM,1,1,4,1,0,7,8,2,3,9,0,1,790,1937,9,0,0,70000,52245,70000,20150126,OL,0126,0,1,Lisa C.,724-8949
132,2016,225330410,S,9999,Oct  1 1985 12:00AM,1,1,2,2,0,7,8,1,3,9,0,1,682,1978,9,0,0,148054,148054,148054,20100709,00,0201,0,1,Diana M.,724-3052
133,2016,301220100,S,9999,Nov  1 1990 12:00AM,1,1,1,1,0,7,8,2,3,3,1,1,1200,1990,9,0,0,43214,43214,43214,20081103,00,0201,0,1,Renee A.,724-8010
134,2016,30122031A,S,9999,Jan  1 2007 12:00AM,1,1,4,1,0,7,9,1,3,3,1,1,1104,1978,9,0,0,36167,36167,36167,20070119,00,0201,0,1,Renee A.,724-8010
135,2016,30122038E,S,9999,Sep  1 1980 12:00AM,1,1,4,1,2,7,8,2,3,3,1,1,930,1976,9,0,0,35974,35974,35974,19831217,00,0201,0,1,Renee A.,724-8010
136,2016,301220390,S,9999,Apr  1 1989 12:00AM,1,1,4,2,0,7,8,2,3,3,2,2,1079,1989,9,0,0,43116,43116,43116,19890626,00,0201,0,1,Renee A.,724-8010
